id,overall_quality_of_services_3_01,overall_quality_of_services_3_02,overall_appearance_of_durham_3_03,overall_management_of_develo_3_04,overall_image_of_durham_3_05,overall_quality_of_life_in_d_3_06,overall_quality_of_life_in_y_3_07,overall_value_you_receive_fo_3_08,do_your_monthly_housing_cost_12_01,are_you_able_to_find_housing_12_02,do_you_have_major_home_repai_12_03,ease_of_travel_by_walking_18_01,ease_of_travel_by_biking_18_02,ease_of_travel_by_bus_godu_18_03,quality_of_downtown_parking_18_04,the_ability_in_your_neighbo_18_05,as_a_place_to_live_24_01,as_a_place_to_work_24_02,as_a_place_to_play_24_03,as_a_place_to_raise_childre_24_04,as_a_place_to_educate_child_24_05,as_a_place_to_retire_24_06,as_a_place_to_visit_24_07,as_a_place_to_start_a_busin_24_08,as_a_community_that_is_movi_24_09,have_you_or_someone_in_your_househol_26,approximately_how_many_years_have_yo_28,what_is_your_age_29,what_is_your_gender_30,do_you_own_or_rent_your_current_resi_31,asianpacific_islander_32_01,white_32_02,native_americaninuit_32_03,blackafrican_american_32_04,other_32_05,please_define_other_32_5,are_you_of_hispanic_latino_or_spa_33,primary_language,please_define_other_34_3,how_might_we_better_provide_service_34a,would_you_say_your_total_annual_hous_35,city,state,zip,pac_zone,inside_city_of_durham,block_lon,block_lat
760,4,4,2,2,3,4,2,4,NA,2,1,5,NA,2,2,2,4,4,4,3,3,4,4,4,4,2,26,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,1,Y,-78893000,35999000
761,NA,NA,1,NA,2,NA,NA,NA,2,NA,1,3,3,3,2,4,4,4,3,4,3,3,3,3,3,2,60,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78905000,36104000
762,3,3,3,3,3,3,4,4,2,1,2,NA,NA,NA,NA,5,4,4,NA,NA,NA,3,4,4,3,2,64,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78870000,36104000
763,4,4,3,4,4,4,5,4,2,1,1,2,2,NA,4,4,4,4,4,4,4,3,3,4,4,2,6,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78893000,36028000
764,1,1,1,1,1,1,2,1,NA,NA,NA,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,17,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27713,4,Y,-78908000,35892000
765,3,3,4,3,2,4,5,3,2,1,2,3,3,NA,3,5,5,5,5,3,3,3,4,3,5,2,0,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27713,3,Y,-78943000,35925000
766,3,3,4,2,4,4,5,3,1,2,2,2,2,NA,3,4,4,3,2,3,2,3,3,4,3,2,2,1,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78848000,35981000
767,3,4,4,2,4,4,4,NA,2,1,2,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78978000,36078000
768,5,5,4,4,4,4,5,4,2,1,2,NA,NA,NA,4,5,4,4,4,4,4,4,3,NA,4,2,33,4,2,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78921000,35922000
769,4,4,4,4,4,4,3,2,1,2,2,NA,NA,4,2,NA,4,NA,NA,3,4,NA,NA,NA,NA,2,72,5,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Rougemont,NC,27572,NA,N,-78861000,36233000
770,4,4,2,2,2,3,5,3,2,1,2,4,NA,NA,3,4,5,NA,3,4,NA,4,3,NA,3,2,10,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,NA,N,-78924000,35890000
771,4,3,3,2,3,4,4,2,2,2,1,3,NA,NA,4,3,4,4,4,4,4,4,4,4,4,2,20,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,1,Y,-78890000,35999000
772,NA,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,NA,3,3,2,3,3,2,20,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,NA,N,-78805000,35995000
773,5,5,4,3,4,5,5,5,2,1,2,4,2,NA,3,5,5,5,5,5,4,NA,4,NA,4,2,14,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78923000,35893000
774,3,3,2,3,2,2,3,2,1,1,2,4,NA,1,1,4,4,5,3,3,4,3,3,2,3,1,16,2,2,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78915000,36063000
775,4,4,4,3,3,4,4,3,2,1,1,3,NA,3,3,5,4,4,4,4,4,4,3,4,4,2,23,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27712,2,Y,-78894000,36077000
776,4,4,4,4,5,5,5,5,1,2,2,4,NA,2,4,5,4,4,4,4,4,4,4,3,3,2,NA,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27705,3,Y,-78974000,36016000
777,1,1,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,1,2,NA,NA,1,2,40,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78925000,35968000
778,3,3,4,3,4,4,4,3,2,1,2,3,2,NA,3,3,3,4,3,3,2,2,3,3,3,2,41,3,3,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78811000,35988000
779,4,4,4,2,3,4,5,3,2,1,2,3,3,3,3,5,4,NA,4,4,2,3,3,3,3,2,13,4,1,1,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,NA,Durham,NC,27707,3,Y,-78969000,35944000
780,3,3,2,2,3,2,2,2,2,2,1,3,3,NA,4,4,4,4,4,3,2,2,4,NA,4,2,6,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78886000,36010000
781,4,NA,2,2,3,4,4,3,2,1,1,NA,NA,NA,1,4,4,4,4,4,4,5,4,3,3,2,17,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,4,Y,-78897000,35979000
782,2,2,1,1,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,4,3,3,2,3,3,3,2,3,1,30,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Rougemont,NC,27572,NA,N,-78875000,36229000
783,4,4,4,3,4,4,4,4,2,1,2,2,NA,2,3,4,4,3,4,4,2,3,3,NA,3,2,10,1,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,NA,N,-78995000,35941000
784,5,5,4,4,4,4,5,4,2,1,NA,4,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,1,Y,-78878000,35999000
785,3,3,NA,2,2,4,5,2,2,NA,1,NA,NA,NA,4,5,5,NA,5,5,5,5,5,NA,3,2,40,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Rougemont,NC,27503,NA,N,-78868000,36199000
786,3,3,3,3,2,3,3,3,1,2,1,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27707,4,Y,-78914000,35954000
787,4,4,4,3,4,4,4,5,2,1,2,3,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,2,6,1,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78934000,36082000
788,4,4,4,3,3,4,4,2,1,2,1,NA,NA,NA,1,4,4,4,4,4,4,4,5,4,4,1,53,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27707,4,Y,-78919000,35955000
789,4,4,4,3,4,4,4,4,1,2,1,3,3,2,2,3,4,4,3,3,3,4,3,3,3,2,22,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27712,2,Y,-78881000,36089000
790,NA,NA,NA,NA,1,3,5,3,1,2,2,3,3,3,3,5,5,4,4,5,4,5,5,5,5,2,24,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,3,Y,-78954000,35926000
791,4,4,4,4,5,5,5,5,2,1,2,5,NA,NA,4,5,5,5,5,5,5,4,4,4,5,2,10,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,3,Y,-78969000,36024000
792,3,3,3,3,3,4,5,4,2,1,2,NA,NA,NA,2,4,4,4,4,4,4,NA,3,3,4,2,10,1,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27701,2,Y,-78907000,36011000
793,1,1,1,4,1,1,1,1,2,1,2,2,NA,3,4,4,1,1,4,1,1,1,4,3,1,1,16,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78807000,35995000
794,4,4,4,4,4,4,4,4,2,1,2,2,NA,NA,5,5,4,4,4,4,4,NA,3,4,4,2,7,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27713,3,Y,-78943000,35931000
795,4,4,4,4,4,4,4,4,2,2,1,NA,NA,NA,3,4,4,4,3,4,3,3,4,3,4,2,40,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78816000,35988000
796,4,4,2,2,3,2,4,2,1,2,1,2,2,2,2,2,4,4,3,3,3,3,3,4,2,2,50,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham,NC,27703,NA,N,-78761000,35956000
797,2,3,3,3,3,3,2,1,1,2,1,2,2,1,1,3,1,1,2,3,3,3,3,3,3,1,42,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78881000,36024000
798,3,3,4,3,4,4,4,3,2,1,2,4,NA,NA,4,3,4,4,3,NA,NA,NA,4,NA,4,2,17,2,2,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,-78794000,35971000
799,4,3,5,4,5,5,5,4,2,1,2,2,2,3,4,4,5,4,4,4,3,NA,4,4,4,1,11,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78918000,35983000
800,3,3,3,4,2,4,5,2,1,1,2,2,2,NA,2,4,4,4,3,4,3,4,3,3,4,2,53,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,NA,N,-78850000,35946000
801,3,3,3,1,NA,4,5,5,2,1,2,2,2,2,2,4,4,4,3,3,2,4,4,4,4,1,NA,1,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,NA,N,-78925000,35880000
802,3,NA,4,3,3,4,4,4,2,1,2,4,3,3,3,3,5,NA,4,NA,NA,NA,4,NA,4,2,14,1,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27705,2,Y,-78918000,36010000
803,4,4,4,2,3,4,5,3,2,1,2,4,4,NA,2,5,4,4,3,4,3,4,3,NA,3,2,30,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27701,2,Y,-78909000,36013000
804,4,1,2,2,3,4,4,1,2,1,2,NA,NA,NA,4,4,4,4,3,4,4,2,2,4,4,2,42,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27704,NA,N,-78809000,36027000
805,3,3,2,1,2,3,4,2,1,2,2,3,3,NA,4,5,4,3,3,3,3,2,1,3,3,1,7,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78966000,35953000
806,4,4,4,3,3,2,1,3,2,1,2,2,3,5,3,3,1,1,1,1,1,1,1,1,1,2,60,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27704,2,Y,-78869000,36033000
807,4,NA,3,3,4,4,4,2,2,NA,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,NA,4,2,50,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78885000,36023000
808,4,4,4,2,NA,3,4,4,NA,2,NA,3,NA,3,2,NA,4,4,4,4,4,4,3,3,NA,2,6,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78850000,36177000
809,4,4,2,3,2,4,4,2,2,NA,2,NA,NA,NA,NA,NA,4,4,4,4,4,3,4,NA,3,2,29,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78825000,35986000
810,4,4,4,4,4,4,4,4,2,1,2,2,NA,NA,2,3,4,4,4,3,2,4,4,5,4,2,14,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27705,2,Y,-78932000,36034000
811,3,3,2,2,3,3,3,2,2,1,2,4,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78942000,35948000
812,5,4,4,5,4,4,4,4,2,1,2,4,NA,NA,2,4,5,5,5,5,4,5,5,5,5,2,18,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78918000,35974000
813,NA,NA,4,NA,4,4,5,4,2,1,2,2,2,NA,2,5,4,4,4,4,4,NA,NA,4,4,2,16,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78811000,35955000
814,3,3,4,3,3,4,4,3,2,1,2,3,4,3,3,5,4,NA,4,4,3,3,5,5,4,2,26,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,4,Y,-78881000,35944000
815,3,3,1,1,2,3,2,4,1,2,1,1,2,1,1,2,3,NA,2,4,2,2,1,NA,2,1,8,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78849000,35984000
816,4,NA,1,2,3,4,5,3,2,1,2,3,2,4,5,3,4,4,4,4,4,4,3,NA,3,2,25,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,2,Y,-78924000,36013000
817,4,4,4,4,4,4,4,4,2,1,2,4,4,4,NA,4,5,5,5,4,5,5,5,5,5,2,20,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78926000,35918000
818,3,3,2,3,3,2,2,2,1,2,1,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,2,18,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78852000,35988000
819,4,4,4,4,3,4,4,4,2,1,2,2,2,NA,3,4,4,4,NA,NA,NA,2,3,4,4,2,10,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,-78819000,35992000
820,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,5,NA,NA,NA,NA,41,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27712,NA,N,-78922000,36114000
821,5,5,5,3,3,4,5,4,2,1,2,1,3,NA,4,1,4,4,4,4,2,3,4,3,3,2,31,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78969000,35945000
822,4,4,4,1,4,4,5,4,2,2,2,2,2,3,3,2,4,4,4,4,4,3,4,4,3,2,31,4,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27705,3,Y,-78965000,35983000
823,4,4,3,4,4,4,5,4,2,1,2,1,2,NA,4,1,4,4,3,NA,NA,4,5,4,4,2,7,3,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27703,NA,N,-78797000,35972000
824,4,4,4,3,4,4,4,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78860000,35996000
825,4,NA,3,3,3,3,4,2,2,1,1,1,1,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,21,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78962000,36046000
826,4,4,4,4,2,3,4,NA,1,1,2,3,4,NA,2,5,4,4,3,NA,NA,NA,1,NA,1,1,33,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78915000,35917000
827,4,4,4,2,4,4,4,4,1,1,1,4,NA,NA,4,4,4,4,4,4,NA,4,4,4,4,2,15,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78907000,36058000
828,4,3,2,NA,3,3,4,2,2,NA,2,NA,NA,NA,NA,NA,3,NA,4,3,3,4,5,NA,3,2,12,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,1,Y,-78806000,35984000
829,4,4,3,3,3,4,3,3,2,1,2,4,NA,NA,4,5,4,4,4,4,2,3,4,3,3,2,3,2,1,2,NA,NA,NA,4,NA,NA,1,Spanish,NA,NA,2,Rougemont,NC,27572,NA,N,-78897000,36226000
830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,2,NA,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27704,NA,N,-78776000,36029000
831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,76,5,1,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,4,Y,-78867000,35958000
832,4,4,3,4,4,5,5,4,1,1,2,3,4,NA,3,3,4,5,5,4,3,5,3,3,3,2,14,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78915000,35978000
833,NA,4,3,1,4,4,5,4,2,1,NA,3,2,3,2,5,4,5,4,4,3,NA,4,NA,3,2,27,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27712,2,Y,-78931000,36080000
834,4,3,3,3,2,3,5,4,2,1,2,2,2,NA,2,2,4,4,4,4,NA,4,3,NA,NA,2,13,4,2,2,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,2,Durham,NC,27712,2,Y,-78959000,36056000
835,3,2,1,1,1,1,3,2,NA,1,2,NA,NA,NA,NA,NA,3,3,1,1,2,2,2,1,2,2,64,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,NA,N,-78801000,36002000
836,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78876000,36063000
837,4,4,3,3,3,4,5,4,2,1,2,3,2,NA,1,5,4,4,5,4,4,4,4,4,4,2,11,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,2,Y,-78944000,36038000
838,3,3,4,4,4,4,4,4,2,1,2,3,3,3,4,4,5,5,4,4,4,5,5,4,5,2,40,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27701,2,Y,-78910000,36012000
839,NA,NA,5,5,5,5,5,4,2,1,2,NA,NA,NA,5,NA,4,NA,5,NA,NA,5,5,5,5,2,49,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,4,Y,-78925000,35971000
840,4,NA,4,4,4,4,4,4,1,1,1,3,3,NA,3,4,4,4,4,4,4,3,3,4,4,1,8,2,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27707,3,Y,-78936000,35952000
841,3,3,4,3,4,4,5,3,2,1,NA,4,NA,NA,3,5,4,4,4,5,5,4,4,5,5,2,56,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,3,Y,-78965000,35987000
842,4,4,3,3,3,4,4,4,2,1,1,NA,NA,NA,2,4,4,4,3,3,2,3,4,NA,3,2,78,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27705,3,Y,-78968000,36016000
843,4,3,3,3,3,4,3,2,1,1,1,4,4,NA,4,4,4,4,4,NA,NA,4,4,4,4,2,13,1,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78879000,35991000
844,3,3,2,2,3,3,5,3,2,1,2,3,2,2,3,2,4,4,4,3,3,4,2,NA,4,2,17,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27701,1,Y,NA,NA
845,4,NA,4,3,4,4,5,3,1,1,2,3,3,4,1,5,4,4,4,NA,NA,4,3,NA,4,2,60,4,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,1,Durham,NC,27707,3,Y,-78945000,35936000
846,4,4,5,4,5,5,5,NA,2,1,1,3,NA,NA,4,5,5,5,4,5,3,5,5,4,5,2,29,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27704,1,Y,NA,NA
847,4,4,4,4,4,4,5,4,2,1,2,4,3,3,4,4,5,4,4,4,4,4,4,4,4,2,NA,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78831000,35950000
848,2,NA,3,2,3,3,4,2,2,1,2,3,NA,NA,NA,4,3,NA,2,3,NA,NA,NA,NA,NA,1,12,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78940000,35961000
